prompt_id,diabetes_type,diabetes_label,icd_code,icd_description,complication,complication_phrase,surface_form_index,target_atc_code,target_atc_name,target_atc_l2,template_variant,split,prompt
p0275,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic polyneuropathy,3,A10BA02,metformin,DRUGS USED IN DIABETES,11,train,"Type 2 diabetes mellitus (code E11.42), complicated by diabetic polyneuropathy. The standard ATC pharmacologic group is"
p0276,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic polyneuropathy,3,A10BA02,metformin,DRUGS USED IN DIABETES,12,train,Coding audit — patient labelled E11.42 (Type 2 diabetes mellitus); current state: diabetic polyneuropathy. The ATC drug recommended is
p0277,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,peripheral nerve involvement,4,A10BA02,metformin,DRUGS USED IN DIABETES,1,train,A patient diagnosed with Type 2 diabetes mellitus (ICD-10: E11.42) presents with peripheral nerve involvement. The recommended ATC drug is
p0278,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,peripheral nerve involvement,4,A10BA02,metformin,DRUGS USED IN DIABETES,2,train,"Clinical note: Type 2 diabetes mellitus using ICD-10 code E11.42, with peripheral nerve involvement. A plausible ATC medication class is"
p0279,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,peripheral nerve involvement,4,A10BA02,metformin,DRUGS USED IN DIABETES,3,test,"For a patient with Type 2 diabetes mellitus (E11.42) and peripheral nerve involvement, the ATC drug category most relevant to diabetes treatment is"
p0280,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,peripheral nerve involvement,4,A10BA02,metformin,DRUGS USED IN DIABETES,4,test,Medical coding context: diagnosis E11.42 means Type 2 diabetes mellitus with diabetic polyneuropathy. The patient has peripheral nerve involvement. The recommended ATC drug is
p0281,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,peripheral nerve involvement,4,A10BA02,metformin,DRUGS USED IN DIABETES,5,test,Discharge summary: a Type 2 diabetes mellitus patient (code E11.42) was admitted with peripheral nerve involvement. First-line ATC drug:
p0282,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,peripheral nerve involvement,4,A10BA02,metformin,DRUGS USED IN DIABETES,6,train,"Endocrinology consultation: the patient carries the diagnosis Type 2 diabetes mellitus, ICD E11.42, complicated by peripheral nerve involvement. The ATC class typically prescribed is"
p0283,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,peripheral nerve involvement,4,A10BA02,metformin,DRUGS USED IN DIABETES,7,train,EHR snippet — DX: E11.42 Type 2 diabetes mellitus; complications: peripheral nerve involvement. Recommended ATC class:
p0284,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,peripheral nerve involvement,4,A10BA02,metformin,DRUGS USED IN DIABETES,8,train,Pharmacy review for Type 2 diabetes mellitus (E11.42) with peripheral nerve involvement: the most appropriate ATC group is
p0285,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,peripheral nerve involvement,4,A10BA02,metformin,DRUGS USED IN DIABETES,9,train,Case vignette: a middle-aged patient with Type 2 diabetes mellitus (ICD-10 E11.42) and peripheral nerve involvement requires therapy. The ATC drug class is
p0286,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,peripheral nerve involvement,4,A10BA02,metformin,DRUGS USED IN DIABETES,10,train,Outpatient note. Problem list: Type 2 diabetes mellitus (E11.42); peripheral nerve involvement. Drug therapy (ATC) selected:
p0287,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,peripheral nerve involvement,4,A10BA02,metformin,DRUGS USED IN DIABETES,11,test,"Type 2 diabetes mellitus (code E11.42), complicated by peripheral nerve involvement. The standard ATC pharmacologic group is"
p0288,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,peripheral nerve involvement,4,A10BA02,metformin,DRUGS USED IN DIABETES,12,train,Coding audit — patient labelled E11.42 (Type 2 diabetes mellitus); current state: peripheral nerve involvement. The ATC drug recommended is
p0289,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ophthalmic complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,1,train,A patient diagnosed with Type 1 diabetes mellitus (ICD-10: E10.39) presents with ophthalmic complications. The recommended ATC drug is
p0290,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ophthalmic complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,2,train,"Clinical note: Type 1 diabetes mellitus using ICD-10 code E10.39, with ophthalmic complications. A plausible ATC medication class is"
p0291,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ophthalmic complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,3,train,"For a patient with Type 1 diabetes mellitus (E10.39) and ophthalmic complications, the ATC drug category most relevant to diabetes treatment is"
p0292,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ophthalmic complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,4,train,Medical coding context: diagnosis E10.39 means Type 1 diabetes mellitus with other diabetic ophthalmic complication. The patient has ophthalmic complications. The recommended ATC drug is
p0293,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ophthalmic complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,5,train,Discharge summary: a Type 1 diabetes mellitus patient (code E10.39) was admitted with ophthalmic complications. First-line ATC drug:
p0294,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ophthalmic complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,6,train,"Endocrinology consultation: the patient carries the diagnosis Type 1 diabetes mellitus, ICD E10.39, complicated by ophthalmic complications. The ATC class typically prescribed is"
p0295,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ophthalmic complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,7,train,EHR snippet — DX: E10.39 Type 1 diabetes mellitus; complications: ophthalmic complications. Recommended ATC class:
p0296,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ophthalmic complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,8,test,Pharmacy review for Type 1 diabetes mellitus (E10.39) with ophthalmic complications: the most appropriate ATC group is
p0297,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ophthalmic complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,9,train,Case vignette: a middle-aged patient with Type 1 diabetes mellitus (ICD-10 E10.39) and ophthalmic complications requires therapy. The ATC drug class is
p0298,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ophthalmic complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,10,test,Outpatient note. Problem list: Type 1 diabetes mellitus (E10.39); ophthalmic complications. Drug therapy (ATC) selected:
p0299,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ophthalmic complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,11,train,"Type 1 diabetes mellitus (code E10.39), complicated by ophthalmic complications. The standard ATC pharmacologic group is"
p0300,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ophthalmic complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,12,train,Coding audit — patient labelled E10.39 (Type 1 diabetes mellitus); current state: ophthalmic complications. The ATC drug recommended is
p0301,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,diabetic retinopathy,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,1,train,A patient diagnosed with Type 1 diabetes mellitus (ICD-10: E10.39) presents with diabetic retinopathy. The recommended ATC drug is
p0302,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,diabetic retinopathy,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,2,train,"Clinical note: Type 1 diabetes mellitus using ICD-10 code E10.39, with diabetic retinopathy. A plausible ATC medication class is"
p0303,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,diabetic retinopathy,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,3,train,"For a patient with Type 1 diabetes mellitus (E10.39) and diabetic retinopathy, the ATC drug category most relevant to diabetes treatment is"
p0304,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,diabetic retinopathy,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,4,train,Medical coding context: diagnosis E10.39 means Type 1 diabetes mellitus with other diabetic ophthalmic complication. The patient has diabetic retinopathy. The recommended ATC drug is
p0305,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,diabetic retinopathy,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,5,train,Discharge summary: a Type 1 diabetes mellitus patient (code E10.39) was admitted with diabetic retinopathy. First-line ATC drug:
p0306,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,diabetic retinopathy,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,6,train,"Endocrinology consultation: the patient carries the diagnosis Type 1 diabetes mellitus, ICD E10.39, complicated by diabetic retinopathy. The ATC class typically prescribed is"
p0307,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,diabetic retinopathy,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,7,test,EHR snippet — DX: E10.39 Type 1 diabetes mellitus; complications: diabetic retinopathy. Recommended ATC class:
p0308,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,diabetic retinopathy,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,8,train,Pharmacy review for Type 1 diabetes mellitus (E10.39) with diabetic retinopathy: the most appropriate ATC group is
p0309,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,diabetic retinopathy,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,9,test,Case vignette: a middle-aged patient with Type 1 diabetes mellitus (ICD-10 E10.39) and diabetic retinopathy requires therapy. The ATC drug class is
p0310,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,diabetic retinopathy,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,10,train,Outpatient note. Problem list: Type 1 diabetes mellitus (E10.39); diabetic retinopathy. Drug therapy (ATC) selected:
p0311,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,diabetic retinopathy,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,11,test,"Type 1 diabetes mellitus (code E10.39), complicated by diabetic retinopathy. The standard ATC pharmacologic group is"
p0312,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,diabetic retinopathy,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,12,train,Coding audit — patient labelled E10.39 (Type 1 diabetes mellitus); current state: diabetic retinopathy. The ATC drug recommended is
p0313,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ocular involvement,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,1,train,A patient diagnosed with Type 1 diabetes mellitus (ICD-10: E10.39) presents with ocular involvement. The recommended ATC drug is
p0314,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ocular involvement,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,2,train,"Clinical note: Type 1 diabetes mellitus using ICD-10 code E10.39, with ocular involvement. A plausible ATC medication class is"
p0315,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ocular involvement,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,3,train,"For a patient with Type 1 diabetes mellitus (E10.39) and ocular involvement, the ATC drug category most relevant to diabetes treatment is"
p0316,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ocular involvement,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,4,test,Medical coding context: diagnosis E10.39 means Type 1 diabetes mellitus with other diabetic ophthalmic complication. The patient has ocular involvement. The recommended ATC drug is
p0317,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ocular involvement,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,5,train,Discharge summary: a Type 1 diabetes mellitus patient (code E10.39) was admitted with ocular involvement. First-line ATC drug:
p0318,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ocular involvement,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,6,train,"Endocrinology consultation: the patient carries the diagnosis Type 1 diabetes mellitus, ICD E10.39, complicated by ocular involvement. The ATC class typically prescribed is"
p0319,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ocular involvement,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,7,train,EHR snippet — DX: E10.39 Type 1 diabetes mellitus; complications: ocular involvement. Recommended ATC class:
p0320,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ocular involvement,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,8,train,Pharmacy review for Type 1 diabetes mellitus (E10.39) with ocular involvement: the most appropriate ATC group is
p0321,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ocular involvement,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,9,train,Case vignette: a middle-aged patient with Type 1 diabetes mellitus (ICD-10 E10.39) and ocular involvement requires therapy. The ATC drug class is
p0322,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ocular involvement,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,10,test,Outpatient note. Problem list: Type 1 diabetes mellitus (E10.39); ocular involvement. Drug therapy (ATC) selected:
p0323,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ocular involvement,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,11,train,"Type 1 diabetes mellitus (code E10.39), complicated by ocular involvement. The standard ATC pharmacologic group is"
p0324,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ocular involvement,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,12,test,Coding audit — patient labelled E10.39 (Type 1 diabetes mellitus); current state: ocular involvement. The ATC drug recommended is
p0325,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,retinal microvascular changes,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,1,test,A patient diagnosed with Type 1 diabetes mellitus (ICD-10: E10.39) presents with retinal microvascular changes. The recommended ATC drug is
p0326,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,retinal microvascular changes,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,2,train,"Clinical note: Type 1 diabetes mellitus using ICD-10 code E10.39, with retinal microvascular changes. A plausible ATC medication class is"
p0327,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,retinal microvascular changes,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,3,test,"For a patient with Type 1 diabetes mellitus (E10.39) and retinal microvascular changes, the ATC drug category most relevant to diabetes treatment is"
p0328,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,retinal microvascular changes,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,4,train,Medical coding context: diagnosis E10.39 means Type 1 diabetes mellitus with other diabetic ophthalmic complication. The patient has retinal microvascular changes. The recommended ATC drug is
p0329,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,retinal microvascular changes,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,5,train,Discharge summary: a Type 1 diabetes mellitus patient (code E10.39) was admitted with retinal microvascular changes. First-line ATC drug:
p0330,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,retinal microvascular changes,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,6,train,"Endocrinology consultation: the patient carries the diagnosis Type 1 diabetes mellitus, ICD E10.39, complicated by retinal microvascular changes. The ATC class typically prescribed is"
p0331,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,retinal microvascular changes,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,7,train,EHR snippet — DX: E10.39 Type 1 diabetes mellitus; complications: retinal microvascular changes. Recommended ATC class:
p0332,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,retinal microvascular changes,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,8,train,Pharmacy review for Type 1 diabetes mellitus (E10.39) with retinal microvascular changes: the most appropriate ATC group is
p0333,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,retinal microvascular changes,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,9,train,Case vignette: a middle-aged patient with Type 1 diabetes mellitus (ICD-10 E10.39) and retinal microvascular changes requires therapy. The ATC drug class is
p0334,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,retinal microvascular changes,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,10,train,Outpatient note. Problem list: Type 1 diabetes mellitus (E10.39); retinal microvascular changes. Drug therapy (ATC) selected:
p0335,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,retinal microvascular changes,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,11,test,"Type 1 diabetes mellitus (code E10.39), complicated by retinal microvascular changes. The standard ATC pharmacologic group is"
p0336,type1,Type 1 diabetes mellitus,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,retinal microvascular changes,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,12,train,Coding audit — patient labelled E10.39 (Type 1 diabetes mellitus); current state: retinal microvascular changes. The ATC drug recommended is
p0337,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ophthalmic complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,1,train,A patient diagnosed with Type 2 diabetes mellitus (ICD-10: E11.39) presents with ophthalmic complications. The recommended ATC drug is
p0338,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ophthalmic complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,2,train,"Clinical note: Type 2 diabetes mellitus using ICD-10 code E11.39, with ophthalmic complications. A plausible ATC medication class is"
p0339,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ophthalmic complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,3,train,"For a patient with Type 2 diabetes mellitus (E11.39) and ophthalmic complications, the ATC drug category most relevant to diabetes treatment is"
p0340,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ophthalmic complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,4,train,Medical coding context: diagnosis E11.39 means Type 2 diabetes mellitus with other diabetic ophthalmic complication. The patient has ophthalmic complications. The recommended ATC drug is
p0341,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ophthalmic complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,5,train,Discharge summary: a Type 2 diabetes mellitus patient (code E11.39) was admitted with ophthalmic complications. First-line ATC drug:
p0342,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ophthalmic complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,6,train,"Endocrinology consultation: the patient carries the diagnosis Type 2 diabetes mellitus, ICD E11.39, complicated by ophthalmic complications. The ATC class typically prescribed is"
p0343,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ophthalmic complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,7,train,EHR snippet — DX: E11.39 Type 2 diabetes mellitus; complications: ophthalmic complications. Recommended ATC class:
p0344,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ophthalmic complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,8,train,Pharmacy review for Type 2 diabetes mellitus (E11.39) with ophthalmic complications: the most appropriate ATC group is
p0345,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ophthalmic complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,9,test,Case vignette: a middle-aged patient with Type 2 diabetes mellitus (ICD-10 E11.39) and ophthalmic complications requires therapy. The ATC drug class is
p0346,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ophthalmic complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,10,train,Outpatient note. Problem list: Type 2 diabetes mellitus (E11.39); ophthalmic complications. Drug therapy (ATC) selected:
p0347,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ophthalmic complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,11,test,"Type 2 diabetes mellitus (code E11.39), complicated by ophthalmic complications. The standard ATC pharmacologic group is"
p0348,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ophthalmic complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,12,train,Coding audit — patient labelled E11.39 (Type 2 diabetes mellitus); current state: ophthalmic complications. The ATC drug recommended is
p0349,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,diabetic retinopathy,2,A10BA02,metformin,DRUGS USED IN DIABETES,1,train,A patient diagnosed with Type 2 diabetes mellitus (ICD-10: E11.39) presents with diabetic retinopathy. The recommended ATC drug is
p0350,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,diabetic retinopathy,2,A10BA02,metformin,DRUGS USED IN DIABETES,2,train,"Clinical note: Type 2 diabetes mellitus using ICD-10 code E11.39, with diabetic retinopathy. A plausible ATC medication class is"
p0351,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,diabetic retinopathy,2,A10BA02,metformin,DRUGS USED IN DIABETES,3,train,"For a patient with Type 2 diabetes mellitus (E11.39) and diabetic retinopathy, the ATC drug category most relevant to diabetes treatment is"
p0352,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,diabetic retinopathy,2,A10BA02,metformin,DRUGS USED IN DIABETES,4,train,Medical coding context: diagnosis E11.39 means Type 2 diabetes mellitus with other diabetic ophthalmic complication. The patient has diabetic retinopathy. The recommended ATC drug is
p0353,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,diabetic retinopathy,2,A10BA02,metformin,DRUGS USED IN DIABETES,5,train,Discharge summary: a Type 2 diabetes mellitus patient (code E11.39) was admitted with diabetic retinopathy. First-line ATC drug:
p0354,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,diabetic retinopathy,2,A10BA02,metformin,DRUGS USED IN DIABETES,6,train,"Endocrinology consultation: the patient carries the diagnosis Type 2 diabetes mellitus, ICD E11.39, complicated by diabetic retinopathy. The ATC class typically prescribed is"
p0355,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,diabetic retinopathy,2,A10BA02,metformin,DRUGS USED IN DIABETES,7,test,EHR snippet — DX: E11.39 Type 2 diabetes mellitus; complications: diabetic retinopathy. Recommended ATC class:
p0356,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,diabetic retinopathy,2,A10BA02,metformin,DRUGS USED IN DIABETES,8,train,Pharmacy review for Type 2 diabetes mellitus (E11.39) with diabetic retinopathy: the most appropriate ATC group is
p0357,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,diabetic retinopathy,2,A10BA02,metformin,DRUGS USED IN DIABETES,9,train,Case vignette: a middle-aged patient with Type 2 diabetes mellitus (ICD-10 E11.39) and diabetic retinopathy requires therapy. The ATC drug class is
p0358,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,diabetic retinopathy,2,A10BA02,metformin,DRUGS USED IN DIABETES,10,train,Outpatient note. Problem list: Type 2 diabetes mellitus (E11.39); diabetic retinopathy. Drug therapy (ATC) selected:
p0359,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,diabetic retinopathy,2,A10BA02,metformin,DRUGS USED IN DIABETES,11,train,"Type 2 diabetes mellitus (code E11.39), complicated by diabetic retinopathy. The standard ATC pharmacologic group is"
p0360,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,diabetic retinopathy,2,A10BA02,metformin,DRUGS USED IN DIABETES,12,train,Coding audit — patient labelled E11.39 (Type 2 diabetes mellitus); current state: diabetic retinopathy. The ATC drug recommended is
p0361,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ocular involvement,3,A10BA02,metformin,DRUGS USED IN DIABETES,1,train,A patient diagnosed with Type 2 diabetes mellitus (ICD-10: E11.39) presents with ocular involvement. The recommended ATC drug is
